date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:56	4656/4656	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-1230%22	https://backend-codered.eccouncil.org/admin/fonts/footable.ttf?2256ee07c7a1a366e5bac1c3fcb8e216	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/footable7b3b.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:16	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:09:16%20GMT	https://backend-codered.eccouncil.org/admin/fonts/footable.svg?f6c396c95866da7ecdd6768ae48f0307	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/footableacc7.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:17	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:09:17%20GMT	https://backend-codered.eccouncil.org/admin/fonts/summernote.eot?a52b483f848b87d49a85f0c58ca28699	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/summernote.499fd1.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:37	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:09:37%20GMT	https://backend-codered.eccouncil.org/admin/fonts/summernote.eot?a52b483f848b87d49a85f0c58ca28699?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/summernote2e51.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:37	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:09:37%20GMT	https://backend-codered.eccouncil.org/admin/fonts/summernote.woff?f9b5d834b2fea5a2b440074e662c2281	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/summernote.4bbaa7.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:38	8896/8896	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-22c0%22	https://backend-codered.eccouncil.org/admin/fonts/summernote.ttf?ad2ecd48a495cc67b3b33764bee90f14	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/summernote5dea.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:40	5344/5344	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-14e0%22	https://backend-codered.eccouncil.org/admin/fonts/dropify.eot?4e8b017aef78cc114006cba896850fbd	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dropifyb592.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:09:59	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:09:59%20GMT	https://backend-codered.eccouncil.org/admin/fonts/dropify.woff?950ffd1efa29c33a70dd86ea761cb3d8	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dropify.4ebab6.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:10:00	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:10:00%20GMT	https://backend-codered.eccouncil.org/admin/fonts/dropify.ttf?86cb1ab018f1680d8e0fa0ca6a53d64c	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dropify.4f6706.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:10:01	1969/1969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-7b1%22	https://backend-codered.eccouncil.org/admin/fonts/dropify.svg?b321d818cc153b16e739072ea8bc94b8	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dropifyacce.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
